
OccupationCode|Skill
19-1041.00|Reading Comprehension
19-2032.00|Programming
19-3051.00|Learning Strategies
19-3092.00|Instructing
19-4031.00|Repairing
17-2061.00|Writing
17-2072.00|Management of Material Resources
17-2081.00|Complex Problem Solving
17-2141.00|Time Management
17-3021.00|Operations Analysis
17-3026.01|Social Perceptiveness
13-1131.00|Mathematics
13-2011.00|Instructing
13-2023.00|Science
13-2072.00|Monitoring
15-1254.00|Technology Design
17-2011.00|Troubleshooting
11-9121.02|Negotiation
11-9141.00|Service Orientation
13-1023.00|Systems Evaluation
13-1032.00|Management of Personnel Resources
13-1041.08|Programming
13-1071.00|Operations Monitoring
11-3021.00|Negotiation
11-3051.02|Repairing
11-9179.02|Mathematics
13-1041.01|Instructing
13-1041.04|Operation and Control
13-1151.00|Coordination
53-6041.00|Reading Comprehension
53-7051.00|Critical Thinking
53-7065.00|Programming
51-9195.05|Systems Analysis
51-9196.00|Speaking
53-3011.00|Equipment Selection
53-3032.00|Mathematics
53-5022.00|Instructing
53-5022.00|Complex Problem Solving
51-7011.00|Operations Analysis
51-8013.03|Persuasion
51-8093.00|Social Perceptiveness
51-9051.00|Negotiation
51-9083.00|Repairing
51-9083.00|Time Management
51-4033.00|Service Orientation
51-4191.00|Writing
51-4192.00|Active Listening
51-4193.00|Management of Financial Resources
51-6063.00|Quality Control Analysis
51-6063.00|Systems Evaluation
49-9091.00|Reading Comprehension
51-2011.00|Critical Thinking
51-2051.00|Operation and Control
51-3092.00|Science
51-4031.00|Troubleshooting
51-4032.00|Coordination
49-2092.00|Speaking
49-3051.00|Monitoring
49-3051.00|Equipment Selection
49-9011.00|Management of Material Resources
49-9061.00|Learning Strategies
49-9062.00|Complex Problem Solving
47-3015.00|Equipment Maintenance
47-4061.00|Management of Personnel Resources
47-5012.00|Judgment and Decision Making
47-5022.00|Time Management
47-5081.00|Technology Design
49-2091.00|Systems Analysis
45-4023.00|Operations Monitoring
47-2022.00|Active Learning
47-2073.00|Quality Control Analysis
47-2132.00|Operations Analysis
47-2221.00|Persuasion
47-3015.00|Social Perceptiveness
43-4081.00|Mathematics
43-5041.00|Instructing
43-5052.00|Operation and Control
43-9071.00|Troubleshooting
43-9081.00|Coordination
45-4023.00|Writing
35-9031.00|Active Listening
39-2021.00|Systems Evaluation
39-5092.00|Judgment and Decision Making
41-2012.00|Negotiation
41-9041.00|Monitoring
43-4021.00|Learning Strategies
31-9091.00|Complex Problem Solving
31-9097.00|Reading Comprehension
33-2021.00|Critical Thinking
33-3021.06|Programming
33-9092.00|Operations Monitoring
35-1012.00|Active Learning
29-1213.00|Persuasion
29-1221.00|Social Perceptiveness
29-1241.00|Negotiation
29-2031.00|Technology Design
29-9091.00|Mathematics
31-9091.00|Instructing
29-1022.00|Writing
29-1023.00|Active Listening
29-1024.00|Management of Financial Resources
29-1128.00|Quality Control Analysis
29-1128.00|Systems Evaluation
29-1141.01|Operations Analysis
25-9021.00|Learning Strategies
25-9031.00|Complex Problem Solving
27-1011.00|Reading Comprehension
27-1026.00|Critical Thinking
27-2012.04|Programming
27-3043.05|Service Orientation
25-1042.00|Management of Personnel Resources
25-1061.00|Judgment and Decision Making
25-1063.00|Time Management
25-1082.00|Technology Design
25-1123.00|Systems Analysis
25-1124.00|Speaking
19-2043.00|Science
19-3033.00|Coordination
19-4013.00|Writing
19-4051.00|Active Learning
21-1022.00|Operations Analysis
23-2011.00|Social Perceptiveness
17-2021.00|Judgment and Decision Making
17-2041.00|Time Management
17-2061.00|Installation
17-2199.11|Monitoring
17-3022.00|Management of Material Resources
19-2012.00|Operation and Control
13-1199.04|Programming
13-2053.00|Operations Monitoring
13-2082.00|Active Learning
15-1244.00|Active Listening
15-1299.09|Systems Evaluation
17-1011.00|Management of Personnel Resources
11-2021.00|Learning Strategies
11-3061.00|Critical Thinking
11-3111.00|Operations Analysis
11-9041.01|Persuasion
11-9071.00|Science
11-9131.00|Coordination
53-4013.00|Operations Monitoring
53-5031.00|Technology Design
53-6051.01|Speaking
53-6061.00|Quality Control Analysis
53-7071.00|Monitoring
51-9023.00|Active Learning
51-9162.00|Operations Analysis
51-9197.00|Persuasion
53-2011.00|Coordination
53-3031.00|Management of Personnel Resources
53-4013.00|Writing
51-5113.00|Instructing
51-6021.00|Operation and Control
51-6062.00|Repairing
51-7021.00|Troubleshooting
51-8013.03|Management of Material Resources
51-9012.00|Learning Strategies
51-1011.00|Management of Financial Resources
51-2061.00|Monitoring
51-3091.00|Systems Evaluation
51-3093.00|Equipment Maintenance
51-4061.00|Mathematics
51-4071.00|Judgment and Decision Making
47-5044.00|Active Listening
49-2022.00|Reading Comprehension
49-3021.00|Critical Thinking
49-3052.00|Management of Personnel Resources
49-9041.00|Operations Monitoring
49-9091.00|Negotiation
47-2031.00|Complex Problem Solving
47-2072.00|Repairing
47-2072.00|Time Management
47-2181.00|Systems Analysis
47-4041.00|Active Learning
47-4041.00|Service Orientation
43-6014.00|Quality Control Analysis
43-6014.00|Systems Evaluation
45-2021.00|Equipment Selection
45-2091.00|Mathematics
45-4022.00|Social Perceptiveness
47-2031.00|Instructing
43-4011.00|Coordination
43-4111.00|Negotiation
43-4181.00|Writing
43-5011.00|Management of Financial Resources
43-5051.00|Technology Design
43-6012.00|Speaking
39-5091.00|Management of Material Resources
39-9011.00|Active Listening
39-9031.00|Learning Strategies
41-2012.00|Reading Comprehension
41-4011.07|Critical Thinking
41-9012.00|Operations Analysis
35-2011.00|Complex Problem Solving
35-3011.00|Judgment and Decision Making
35-3023.01|Time Management
37-3011.00|Operation and Control
37-3013.00|Systems Analysis
39-3092.00|Troubleshooting
31-9092.00|Technology Design
31-9099.01|Speaking
33-1011.00|Quality Control Analysis
33-3031.00|Monitoring
33-3031.00|Equipment Selection
33-9091.00|Social Perceptiveness
29-2012.00|Operations Analysis
29-2051.00|Persuasion
29-2053.00|Science
29-2091.00|Coordination
31-1132.00|Writing
31-1132.00|Operations Monitoring
27-2042.00|Systems Evaluation
27-4021.00|Judgment and Decision Making
29-1071.00|Instructing
29-1081.00|Operation and Control
29-1213.00|Management of Material Resources
29-1229.03|Active Learning
21-2011.00|Systems Analysis
25-1032.00|Active Learning
25-1122.00|Reading Comprehension
25-4013.00|Installation
27-1011.00|Negotiation
27-2012.05|Monitoring
19-2011.00|Technology Design
19-2042.00|Systems Evaluation
19-3091.00|Mathematics
19-4012.01|Social Perceptiveness
19-4051.02|Instructing
21-1094.00|Programming
17-2112.03|Reading Comprehension
17-2199.03|Critical Thinking
17-2199.07|Operations Analysis
19-1021.00|Negotiation
19-1029.04|Writing
19-1031.02|Management of Financial Resources
15-1231.00|Judgment and Decision Making
15-1241.00|Time Management
15-1299.01|Programming
15-1299.03|Systems Analysis
17-2011.00|Management of Material Resources
17-2071.00|Active Listening
13-1011.00|Writing
13-1022.00|Management of Financial Resources
13-1041.03|Technology Design
13-1074.00|Speaking
13-1081.00|Quality Control Analysis
13-2052.00|Social Perceptiveness
11-3012.00|Instructing
11-3031.03|Reading Comprehension
11-3051.03|Writing
11-9171.00|Active Learning
13-1031.00|Active Listening
13-1161.01|Monitoring
53-7021.00|Systems Evaluation
53-7073.00|Speaking
51-9162.00|Critical Thinking
53-2031.00|Active Learning
53-2031.00|Service Orientation
53-3033.00|Persuasion
53-4011.00|Social Perceptiveness
53-5011.00|Management of Financial Resources
51-8013.00|Mathematics
51-8099.01|Troubleshooting
51-9011.00|Coordination
51-9031.00|Complex Problem Solving
51-9071.06|Reading Comprehension
51-9111.00|Writing
51-4122.00|Repairing
51-4122.00|Time Management
51-4194.00|Learning Strategies
51-6052.00|Systems Analysis
51-7032.00|Programming
51-7032.00|Operation and Control
49-9092.00|Judgment and Decision Making
51-4023.00|Installation
51-4034.00|Monitoring
51-4034.00|Equipment Selection
51-4062.00|Negotiation
51-4062.00|Management of Material Resources
49-3091.00|Persuasion
49-9031.00|Social Perceptiveness
49-9031.00|Equipment Maintenance
49-9051.00|Active Listening
49-9052.00|Management of Financial Resources
49-9063.00|Management of Personnel Resources
47-5023.00|Writing
47-5023.00|Operations Monitoring
47-5051.00|Critical Thinking
49-2098.00|Science
49-3021.00|Operations Analysis
49-3043.00|Service Orientation
47-2041.00|Technology Design
47-2061.00|Systems Analysis
47-2151.00|Operation and Control
47-4011.00|Coordination
47-4051.00|Complex Problem Solving
47-5011.00|Reading Comprehension
43-4051.00|Active Learning
43-4121.00|Judgment and Decision Making
43-4181.00|Quality Control Analysis
45-2092.00|Management of Material Resources
45-4022.00|Time Management
47-1011.03|Learning Strategies
31-2021.00|Active Listening
35-2021.00|Negotiation
39-5012.00|Mathematics
39-6011.00|Operations Monitoring
41-1011.00|Instructing
43-4041.00|Management of Personnel Resources
29-1299.01|Writing
29-2012.00|Critical Thinking
29-2099.05|Active Learning
29-2099.05|Service Orientation
29-9092.00|Persuasion
31-1131.00|Social Perceptiveness
27-2022.00|Speaking
29-1021.00|Repairing
29-1071.01|Technology Design
29-1125.00|Systems Analysis
29-1229.04|Instructing
29-1229.04|Complex Problem Solving
25-3041.00|Social Perceptiveness
25-4022.00|Active Listening
25-4031.00|Management of Financial Resources
27-1012.00|Judgment and Decision Making
27-1023.00|Quality Control Analysis
27-1023.00|Systems Evaluation
25-1054.00|Reading Comprehension
25-1064.00|Writing
25-1072.00|Critical Thinking
25-2012.00|Operations Analysis
25-2051.00|Service Orientation
25-2058.00|Persuasion
19-4042.00|Learning Strategies
19-4061.00|Technology Design
19-5011.00|Systems Analysis
21-1091.00|Operation and Control
25-1011.00|Coordination
25-1041.00|Complex Problem Solving
17-3031.00|Active Learning
19-1022.00|Judgment and Decision Making
19-1029.04|Quality Control Analysis
19-2032.00|Speaking
19-3092.00|Management of Material Resources
19-4012.01|Time Management
15-2041.01|Coordination
17-2051.00|Operations Monitoring
17-2112.00|Instructing
17-2171.00|Science
17-3024.01|Equipment Maintenance
17-3029.08|Management of Personnel Resources
11-2011.00|Management of Financial Resources
11-3031.00|Judgment and Decision Making
11-3051.03|Quality Control Analysis
11-9013.00|Operation and Control
11-9121.02|Troubleshooting
11-9199.11|Time Management
53-7065.00|Service Orientation
53-7081.00|Persuasion
51-9193.00|Operation and Control
53-3011.00|Complex Problem Solving
53-3033.00|Management of Material Resources
53-4011.00|Time Management
53-4041.00|Learning Strategies
53-7051.00|Operations Analysis
51-4111.00|Operations Monitoring
51-7041.00|Monitoring
51-8031.00|Equipment Maintenance
51-9032.00|Technology Design
51-9061.00|Judgment and Decision Making
51-9111.00|Quality Control Analysis
47-5022.00|Social Perceptiveness
49-2097.00|Systems Evaluation
49-3093.00|Mathematics
49-9098.00|Repairing
51-4035.00|Management of Personnel Resources
51-4041.00|Active Learning
47-2073.00|Writing
47-2132.00|Critical Thinking
47-2211.00|Speaking
47-4011.01|Installation
47-4051.00|Equipment Selection
47-5011.00|Negotiation
45-2011.00|Active Learning
45-2011.00|Service Orientation
45-2092.00|Persuasion
47-1011.00|Coordination
47-2011.00|Active Listening
47-2053.00|Reading Comprehension
43-4061.00|Instructing
43-4061.00|Complex Problem Solving
43-4111.00|Management of Material Resources
43-4171.00|Time Management
43-5011.01|Learning Strategies
43-6011.00|Systems Analysis
41-1012.00|Technology Design
41-2021.00|Judgment and Decision Making
41-3041.00|Systems Evaluation
41-9031.00|Programming
41-9031.00|Operation and Control
43-2021.00|Mathematics
37-1011.00|Critical Thinking
39-4011.00|Monitoring
39-4011.00|Equipment Selection
39-5091.00|Negotiation
39-5094.00|Social Perceptiveness
39-9011.01|Management of Financial Resources
33-3051.04|Persuasion
33-9099.02|Active Listening
35-2012.00|Management of Personnel Resources
35-2021.00|Reading Comprehension
35-3031.00|Writing
35-3031.00|Operations Monitoring
29-2032.00|Operation and Control
29-2081.00|Troubleshooting
29-2099.08|Complex Problem Solving
31-1131.00|Time Management
31-2012.00|Learning Strategies
33-3021.06|Service Orientation
25-2059.01|Mathematics
25-9044.00|Instructing
27-3092.00|Management of Personnel Resources
29-1151.00|Monitoring
29-1229.05|Technology Design
29-1299.01|Quality Control Analysis
21-1012.00|Writing
21-1022.00|Critical Thinking
25-1054.00|Negotiation
25-1063.00|Social Perceptiveness
25-1194.00|Systems Evaluation
25-2051.00|Programming
19-1011.00|Instructing
19-1011.00|Complex Problem Solving
19-2041.01|Systems Analysis
19-3022.00|Operations Analysis
19-4043.00|Active Listening
19-4099.03|Reading Comprehension
17-2072.00|Management of Financial Resources
17-2112.01|Technology Design
17-2121.00|Judgment and Decision Making
17-2161.00|Systems Evaluation
17-3021.00|Mathematics
17-3027.01|Troubleshooting
13-2072.00|Active Listening
15-1221.00|Reading Comprehension
15-1241.01|Writing
15-2011.00|Science
17-2011.00|Negotiation
17-2041.00|Social Perceptiveness
13-1023.00|Learning Strategies
13-1071.00|Systems Analysis
13-1131.00|Operations Analysis
13-1199.04|Service Orientation
13-2011.00|Persuasion
13-2061.00|Coordination
11-2022.00|Active Listening
11-9081.00|Critical Thinking
11-9081.00|Judgment and Decision Making
11-9141.00|Programming
13-1051.00|Monitoring
13-1081.02|Management of Financial Resources
53-4031.00|Coordination
53-6041.00|Monitoring
53-6061.00|Writing
53-7011.00|Management of Financial Resources
53-7121.00|Systems Evaluation
51-9021.00|Equipment Selection
51-9141.00|Learning Strategies
51-9161.00|Equipment Maintenance
51-9195.05|Management of Personnel Resources
53-1042.00|Critical Thinking
53-2012.00|Programming
51-4051.00|Persuasion
51-4051.00|Complex Problem Solving
51-4081.00|Reading Comprehension
51-4081.00|Social Perceptiveness
51-7011.00|Operations Monitoring
51-9021.00|Active Listening
49-9044.00|Coordination
49-9044.00|Time Management
49-9071.00|Technology Design
49-9096.00|Writing
49-9096.00|Systems Analysis
51-2011.00|Active Learning
47-2221.00|Repairing
47-4021.00|Active Listening
47-5043.00|Learning Strategies
47-5043.00|Quality Control Analysis
49-3022.00|Instructing
49-3031.00|Installation
45-3031.00|Reading Comprehension
47-2051.00|Operation and Control
47-2121.00|Science
47-2152.00|Negotiation
47-2152.00|Troubleshooting
47-2161.00|Service Orientation
43-4151.00|Systems Analysis
43-5011.01|Active Learning
43-5111.00|Monitoring
43-9022.00|Management of Material Resources
45-2021.00|Complex Problem Solving
45-2093.00|Systems Evaluation
43-2011.00|Management of Personnel Resources
43-3041.00|Critical Thinking
43-3041.00|Judgment and Decision Making
43-3061.00|Time Management
43-4021.00|Programming
43-4071.00|Technology Design
35-3023.01|Social Perceptiveness
39-1013.00|Repairing
39-3091.00|Operations Monitoring
39-7012.00|Quality Control Analysis
39-9032.00|Equipment Selection
41-4012.00|Instructing
29-2092.00|Programming
31-9097.00|Monitoring
33-1011.00|Writing
33-1021.00|Management of Financial Resources
33-1021.00|Management of Material Resources
33-3052.00|Systems Evaluation
29-1171.00|Service Orientation
29-1229.01|Active Listening
29-1229.01|Equipment Selection
29-1229.03|Mathematics
29-2056.00|Critical Thinking
29-2056.00|Judgment and Decision Making
27-4011.00|Persuasion
27-4011.00|Complex Problem Solving
27-4032.00|Reading Comprehension
27-4032.00|Social Perceptiveness
29-1141.01|Operations Monitoring
29-1171.00|Speaking
25-1111.00|Operations Analysis
25-2021.00|Instructing
25-4012.00|Coordination
25-4012.00|Time Management
27-1022.00|Management of Financial Resources
27-1026.00|Active Learning
21-1092.00|Troubleshooting
21-1094.00|Speaking
21-1094.00|Service Orientation
25-1022.00|Active Listening
25-1067.00|Learning Strategies
25-1067.00|Quality Control Analysis
19-1012.00|Technology Design
19-1029.01|Systems Analysis
19-1031.03|Active Learning
19-2041.00|Monitoring
19-3041.00|Complex Problem Solving
19-3093.00|Systems Evaluation
17-2111.02|Mathematics
17-2111.02|Operations Analysis
17-2199.05|Instructing
17-3025.00|Judgment and Decision Making
